contacto;periodo;categoria;subcategoria;prestacion;tipo_prestacion;fecha_ingreso;hora_ingreso;domicilio_comuna;domicilio_barrio;domiclio_calle;domicilio_altura;domicilio_esquina_proxima;lat;lon;canal;genero;estado_del_contacto;fecha_cierre_contacto;domicilio_calle
00008999/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;07/01/2021;16:43:02;11.0;Villa Gral. Mitre;GARCIA, JUAN AGUSTIN;2333.0;;-34.6066140036214;-58.4751489307789;GCS Web;Masculino;Abierto;;
00008608/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;07/01/2021;13:31:24;9.0;Mataderos;MONTIEL;3052.0;;-34.669993778822;-58.5022486538161;GCS Web;Femenino;Abierto;;
00008661/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;07/01/2021;13:55:29;13.0;Belgrano;ZAPIOLA;1723.0;;-34.5697925895215;-58.4601207285513;App BA 147;Masculino;Abierto;;
00010392/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:15:06;10.0;Monte Castro;VERDI, JOSE;1816.0;;-34.6227139168953;-58.5123865687014;GCS Web;Femenino;Cerrado;22/01/2021 16:13:46;
00010518/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;15:16:49;10.0;Monte Castro;LASCANO;5284.0;;-34.6232519607107;-58.5124790080789;App BA 147;Femenino;Cerrado;22/01/2021 16:10:28;
00010461/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:47:23;10.0;Monte Castro;LASCANO;5255.0;;-34.6229732090187;-58.5122871706963;App BA 147;Femenino;Cerrado;22/01/2021 16:11:13;
00010515/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;15:15:21;10.0;Monte Castro;VERDI, JOSE;1831.0;;-34.6225676328197;-58.5124697849807;App BA 147;Femenino;Cerrado;22/01/2021 16:10:46;
00010626/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;16:23:10;10.0;Monte Castro;LASCANO;5241.0;;-34.6227366052002;-58.5120186308001;App BA 147;Femenino;Cerrado;22/01/2021 16:09:52;
00010625/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;16:22:34;10.0;Monte Castro;CALDERON DE LA BARCA, PEDRO;1920.0;;-34.6221756045152;-58.5117724901065;App BA 147;Femenino;Cerrado;22/01/2021 16:10:15;
00010462/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:48:22;10.0;Monte Castro;LASCANO;5254.0;;-34.6230255087646;-58.5122206483603;App BA 147;Femenino;Cerrado;22/01/2021 16:10:57;
00010402/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:19:07;10.0;Monte Castro;VERDI, JOSE;1880.0;;-34.6222339316818;-58.5130077191389;GCS Web;Femenino;Cerrado;22/01/2021 16:13:19;
00009898/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;10:26:57;7.0;Flores;FLORES, VENANCIO, GRAL.;2902.0;;-34.629222730942;-58.4713038976431;GCS Web;Femenino;Cerrado;28/01/2021 13:36:57;
00010395/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:16:45;10.0;Monte Castro;VERDI, JOSE;1824.0;;-34.6226740065445;-58.5124382172462;GCS Web;Femenino;Cerrado;22/01/2021 16:13:38;
00010398/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:17:56;10.0;Monte Castro;VERDI, JOSE;1836.0;;-34.6225545556671;-58.512592799844;GCS Web;Femenino;Cerrado;22/01/2021 16:13:28;
00010381/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:10:20;10.0;Monte Castro;VERDI, JOSE;1863.0;;-34.6222986378822;-58.5128178924204;GCS Web;Femenino;Cerrado;22/01/2021 16:15:04;
00010465/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;INFORMACIÓN SOBRE ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;SOLICITUD;08/01/2021;14:49:52;10.0;Monte Castro;LASCANO;5247.0;;-34.6227935418632;-58.5120836045354;App BA 147;Femenino;Abierto;;
00010627/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;16:23:45;10.0;Monte Castro;VERDI, JOSE;1782.0;;-34.6231272317962;-58.5118536453331;App BA 147;Femenino;Cerrado;22/01/2021 16:09:43;
00010423/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:30:04;10.0;Monte Castro;LOPE DE VEGA AV.;1845.0;;-34.623048311949;-58.5131504095095;App BA 147;Femenino;Cerrado;22/01/2021 16:11:43;
00009744/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;09:06:31;4.0;Barracas;ALVARADO;;ROCHDALE;-34.6482258972246;-58.3884040976985;GCS Web;Masculino;Abierto;;
00010630/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;16:25:29;10.0;Monte Castro;LASCANO;5252.0;;-34.6229683221774;-58.512155404317;App BA 147;Femenino;Cerrado;22/01/2021 16:09:33;
00009730/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;09:00:07;5.0;Almagro;SAN LUIS;3452.0;;-34.5993654509849;-58.4142266066455;App BA 147;Masculino;Abierto;;
00010419/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:28:39;10.0;Monte Castro;LASCANO;5267.0;;-34.6230871793301;-58.5124171996159;App BA 147;Femenino;Cerrado;22/01/2021 16:12:11;
00010426/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:31:00;10.0;Monte Castro;LASCANO;5227.0;;-34.6225666473283;-58.5118246827246;App BA 147;Femenino;Cerrado;22/01/2021 16:11:32;
00010384/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:12:20;10.0;Monte Castro;VERDI, JOSE;1870.0;;-34.6223407882236;-58.5128694367185;GCS Web;Femenino;Cerrado;22/01/2021 16:14:52;
00010416/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:27:40;10.0;Monte Castro;LASCANO;5287.0;;-34.6232011496447;-58.5125472290535;App BA 147;Femenino;Cerrado;22/01/2021 16:12:30;
00010421/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:28:57;11.0;Villa Devoto;MISTRAL, GABRIELA;3760.0;;-34.5941923875411;-58.5128515936177;Comuna;Femenino;Cerrado;10/02/2021 16:19:37;
00010389/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:13:43;10.0;Monte Castro;VERDI, JOSE;1850.0;;-34.6225014405216;-58.5126615364766;GCS Web;Femenino;Cerrado;22/01/2021 16:13:56;
00010507/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;15:10:49;6.0;Caballito;ALVAREZ, DONATO, TTE. GRAL.;481.0;;-34.6202193806201;-58.4564529473672;GCS Web;Femenino;Cerrado;19/01/2021 10:12:51;
00010410/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:24:01;10.0;Monte Castro;VERDI, JOSE;1845.0;;-34.6224617899544;-58.5126067570826;GCS Web;Femenino;Cerrado;22/01/2021 16:12:45;
00010422/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:29:24;10.0;Monte Castro;LOPE DE VEGA AV.;1874.0;;-34.6227786243245;-58.5137016017413;App BA 147;Femenino;Cerrado;22/01/2021 16:11:54;
00011474/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;09/01/2021;11:21:14;7.0;Flores;VALLESE, FELIPE;2971.0;;-34.6234594614395;-58.4742183340822;GCS Web;Masculino;Cerrado;02/02/2021 13:20:29;
00012091/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;09/01/2021;20:50:56;6.0;Caballito;EPUYEN;546.0;;-34.609246694972;-58.4315608860165;GCS Web;Femenino;Cerrado;15/01/2021 17:32:31;
00011733/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;09/01/2021;14:18:22;10.0;Monte Castro;ARREGUI;5217.0;;-34.6216586043978;-58.512875556119;App BA 147;Femenino;Cerrado;22/01/2021 16:08:26;
00011736/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;09/01/2021;14:20:21;10.0;Monte Castro;LASCANO;5247.0;;-34.6227935418632;-58.5120836045354;App BA 147;Femenino;Cerrado;22/01/2021 16:07:11;
00010406/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;08/01/2021;14:22:28;10.0;Monte Castro;LASCANO;5259.0;;-34.6230305595814;-58.5123526019812;GCS Web;Femenino;Cerrado;22/01/2021 16:12:59;
00011732/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;09/01/2021;14:17:28;10.0;Monte Castro;ARREGUI;5299.0;;-34.6221210040208;-58.5134375380923;App BA 147;Femenino;Cerrado;22/01/2021 16:08:56;
00011735/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;09/01/2021;14:19:11;10.0;Monte Castro;CALDERON DE LA BARCA, PEDRO;1972.0;;-34.6217478449017;-58.5123261145149;App BA 147;Femenino;Cerrado;22/01/2021 16:08:02;
00012865/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/01/2021;19:49:13;8.0;Villa Riachuelo;ITAQUI;6440.0;;-34.6880585137107;-58.4735803525623;GCS Web;Femenino;Abierto;;
00013034/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/01/2021;23:35:19;11.0;Villa Santa Rita;VIALE, LUIS;3012.0;;-34.6202929745844;-58.4765043969142;GCS Web;Femenino;Cerrado;10/02/2021 16:08:12;
00012381/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/01/2021;10:56:47;10.0;Floresta;MERCEDES;1024.0;;-34.6248781886679;-58.4882410972986;App BA 147;Femenino;Cerrado;25/01/2021 16:23:42;
00012551/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/01/2021;14:00:28;11.0;Villa Santa Rita;DIAZ, CESAR, GRAL.;2895.0;;-34.6143106225581;-58.4789130237943;App BA 147;Femenino;Cerrado;11/03/2021 18:10:20;
00012924/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/01/2021;20:51:03;7.0;Parque Chacabuco;SARAZA;1284.0;;-34.6387359593341;-58.4356364578558;App BA 147;Masculino;Abierto;;
00012625/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/01/2021;16:03:59;14.0;Palermo;CABRERA, JOSE A.;4716.0;;-34.5920199548644;-58.4294804981233;GCS Web;Femenino;Abierto;;
00013450/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/01/2021;11:48:32;7.0;Flores;ALVAREZ, DONATO, TTE. GRAL.;268.0;;-34.6227090714563;-58.4554517707412;App BA 147;Masculino;Abierto;;
00012879/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;INSCRIPCIÓN COMO MULTIPLICADOR VOLUNTARIO DE SALUD;SOLICITUD;10/01/2021;20:02:55;15.0;Chacarita;ROSETI;1069.0;;-34.5819242968185;-58.457875868304;GCS Web;Femenino;Abierto;;
00014555/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/01/2021;22:31:16;12.0;Villa Pueyrredon;ESTADO PLURINACIONAL DE BOLIVIA;6014.0;;-34.5735278149916;-58.5084883365451;App BA 147;Masculino;Cerrado;18/01/2021 11:38:38;
00012611/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/01/2021;15:34:23;11.0;Villa Santa Rita;CAMARONES;2845.0;;-34.6120305425446;-58.4799714938388;App BA 147;Femenino;Abierto;;
00012609/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/01/2021;15:26:11;11.0;Villa Santa Rita;CAMARONES;2817.0;;-34.6118697009947;-58.4796660015117;App BA 147;Femenino;Cerrado;10/02/2021 16:11:26;
00012613/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;10/01/2021;15:37:23;11.0;Villa Santa Rita;CAMARONES;2869.0;;-34.6121081434946;-58.4801188851508;GCS Web;Femenino;Cerrado;10/02/2021 16:13:14;
00014499/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/01/2021;21:30:52;12.0;Saavedra;LUGONES;3635.0;;-34.5595312463112;-58.4893020902533;App BA 147;Femenino;Cerrado;18/01/2021 11:57:47;
00013458/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/01/2021;11:51:23;4.0;Boca;BLANES, JUAN MANUEL;373.0;;-34.6306009806265;-58.3620065231249;GCS Web;Femenino;Abierto;;
00013800/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/01/2021;14:35:47;13.0;Belgrano;LORETO, VIRREY;2030.0;;-34.5651604956368;-58.4474899262429;GCS Web;Femenino;Abierto;;
00013481/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/01/2021;12:04:03;3.0;Balvanera;RIVADAVIA AV.;2566.0;;-34.610014155199;-58.4026677942841;Call Center;Masculino;Abierto;;
00014337/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/01/2021;19:37:47;11.0;Villa Santa Rita;CAMARONES;2823.0;;-34.6119117051964;-58.4797457814068;GCS Web;Femenino;Cerrado;10/02/2021 16:13:59;
00013993/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;INSCRIPCIÓN COMO MULTIPLICADOR VOLUNTARIO DE SALUD;SOLICITUD;11/01/2021;16:11:48;13.0;Belgrano;FREIRE, RAMON, CAP. GRAL.;1668.0;;-34.5708939354534;-58.4606145099926;GCS Web;Masculino;Abierto;;
00013258/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/01/2021;10:04:28;11.0;Villa Santa Rita;CONDARCO;1640.0;;-34.613711253184;-58.4760050245506;GCS Web;Femenino;Cerrado;10/02/2021 16:16:01;
00014002/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;11/01/2021;16:16:41;13.0;Belgrano;PINO, VIRREY DEL;3210.0;;-34.5707478528363;-58.4610989384403;GCS Web;Masculino;Abierto;;
00015694/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/01/2021;15:18:36;5.0;Almagro;INDEPENDENCIA AV.;4023.0;;-34.6213241690115;-58.4225072522468;GCS Web;Femenino;Cerrado;27/01/2021 10:56:54;
00015708/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/01/2021;15:24:53;5.0;Almagro;INDEPENDENCIA AV.;4025.0;;-34.6213292961731;-58.4225795506911;GCS Web;Femenino;Abierto;;
00016455/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;12/01/2021;23:10:06;11.0;Villa Santa Rita;INGENIEROS, JOSE;2826.0;;-34.6104621608215;-58.4808849682268;App BA 147;Femenino;Cerrado;10/02/2021 16:15:00;
00029625/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;20/01/2021;20:29:47;12.0;Saavedra;VILELA;3380.0;;-34.5491994658886;-58.4802171836973;GCS Web;Masculino;Cerrado;27/01/2021 10:28:10;
00016818/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;13/01/2021;10:17:25;7.0;Flores;RAMON Y CAJAL;1278.0;;-34.6431229231431;-58.4539761619714;GCS Web;Femenino;Abierto;;
00016744/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;13/01/2021;09:38:08;7.0;Flores;CASTAÑON;932.0;;-34.6407111648465;-58.4615788451429;GCS Web;Femenino;Abierto;;
00016568/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;13/01/2021;08:08:34;14.0;Palermo;CRAMER;260.0;;-34.5761575584361;-58.4426516835831;GCS Web;Femenino;Abierto;;
00019790/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;14/01/2021;18:11:51;11.0;Villa Del Parque;TERRADA;3000.0;;-34.6012995503496;-58.4883830237109;App BA 147;Masculino;Cerrado;10/02/2021 16:10:24;
00018168/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;13/01/2021;20:04:26;7.0;Flores;RIVADAVIA AV.;7153.0;;-34.629738852368;-58.4663443624145;GCS Web;Masculino;Abierto;;
00018087/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;13/01/2021;19:07:15;6.0;Caballito;MALVINAS ARGENTINAS;402.0;;-34.6292921610293;-58.4497830220907;App BA 147;Femenino;Cerrado;17/03/2021 10:17:38;
00047617/21;202102;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;01/02/2021;15:14:50;7.0;Flores;LAUTARO;890.0;;-34.6364335636256;-58.4533599147963;App BA 147;Femenino;Cerrado;03/02/2021 15:52:59;
00018766/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;14/01/2021;10:53:50;11.0;Villa Del Parque;ARGERICH;3348.0;;-34.5976230854648;-58.4942497589137;GCS Web;Femenino;Abierto;;
00018012/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;13/01/2021;18:04:24;6.0;Caballito;AMBROSETTI, JUAN B.;149.0;;-34.6161329980417;-58.4360205424187;GCS Web;Otros;Cerrado;21/01/2021 10:40:06;
00019868/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;14/01/2021;18:52:32;9.0;Parque Avellaneda;DELLEPIANE, LUIS, TTE. GRAL.;3833.0;;-34.6528136843222;-58.4691188593532;GCS Web;Femenino;Abierto;;
00017417/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;13/01/2021;13:50:50;6.0;Caballito;THORNE;382.0;;-34.6291078166952;-58.4510861694298;GCS Web;Femenino;Cerrado;26/01/2021 09:58:14;
00019599/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;14/01/2021;16:43:36;6.0;Caballito;HUALFIN;840.0;;-34.6238285430371;-58.4400031030774;GCS Web;Masculino;Cerrado;26/01/2021 09:59:19;
00019606/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;14/01/2021;16:45:55;6.0;Caballito;BARCO CENTENERA DEL;376.0;;-34.623557647881;-58.4407160774801;GCS Web;Masculino;Cerrado;15/01/2021 17:35:12;
00021501/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;15/01/2021;17:13:50;11.0;Villa Devoto;CERVANTES;3130.0;;-34.6129651761375;-58.5208682396481;GCS Web;Femenino;Abierto;;
00020622/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;15/01/2021;10:35:16;9.0;Parque Avellaneda;SANTANDER;3828.0;;-34.6550781681963;-58.466038678877;App BA 147;Femenino;Abierto;;
00020504/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;15/01/2021;09:40:43;12.0;Saavedra;JARAMILLO;3892.0;;-34.5551310612876;-58.4822177016028;Call Center;Femenino;Cerrado;27/01/2021 11:02:07;
00022795/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;16/01/2021;20:49:29;12.0;Villa Urquiza;ALVAREZ THOMAS AV.;3134.0;;-34.5717598581662;-58.4830432473204;GCS Web;Femenino;Cerrado;27/01/2021 10:57:44;
00021951/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;16/01/2021;01:16:33;7.0;Flores;PRIMERA JUNTA;2726.0;;-34.6401718711108;-58.4593603537801;App BA 147;Femenino;Cerrado;01/02/2021 13:31:54;
00022154/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;16/01/2021;10:43:50;10.0;Monte Castro;ALCARAZ;5157.0;;-34.6233856273511;-58.5088161693009;GCS Web;Femenino;Abierto;;
00023448/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;17/01/2021;18:41:04;13.0;Belgrano;JURAMENTO;3420.0;;-34.5680849095895;-58.4668281340365;App BA 147;Masculino;Cerrado;26/01/2021 12:22:37;
00023372/21;202101;SALUD Y SERVICIOS SOCIALES;ENFERMEDADES TRANSMITIDAS POR MOSQUITOS;CRIADEROS DE MOSQUITOS;REPORTE;17/01/2021;17:10:03;11.0;Villa Santa Rita;GAONA AV.;4059.0;;-34.6239518050075;-58.4813533529987;GCS Web;Masculino;Cerrado;10/02/2021 16:17:12;
